Age,FL
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,112
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,113
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,114
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,115
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,116
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,117
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,118
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,119
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,120
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,121
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,122
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,123
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,124
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,125
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,126
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,127
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,128
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,129
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,130
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,131
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,132
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,133
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,134
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,135
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,136
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,137
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,138
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,139
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,140
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,141
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,142
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,143
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,144
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,145
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,146
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,147
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,148
1,149
1,149
1,149
1,149
1,149
1,149
1,149
1,149
1,149
1,149
1,149
1,149
1,149
1,149
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,150
1,151
1,151
1,151
1,151
1,151
1,151
1,151
1,151
1,151
1,151
1,151
1,152
1,152
1,152
1,152
1,152
1,152
1,152
1,152
1,153
1,153
1,153
1,153
1,153
1,153
1,153
1,153
1,153
1,153
1,153
1,153
1,153
1,153
1,154
1,154
1,154
1,154
1,154
1,154
1,154
1,155
1,155
1,155
1,155
1,155
1,155
1,155
1,155
1,156
1,156
1,156
1,156
1,156
1,156
1,156
1,156
1,156
1,156
1,157
1,157
1,157
1,157
1,157
1,157
1,158
1,158
1,159
1,159
1,159
1,160
1,160
1,161
1,162
1,162
1,162
1,163
1,163
1,163
1,163
1,163
1,163
1,163
1,164
1,165
1,165
1,165
1,165
1,166
1,169
1,171
1,175
1,159
1,157
1,148
1,144
1,144
1,142
1,141
1,140
1,140
1,139
1,138
1,137
1,136
1,135
1,134
1,133
1,133
1,133
1,132
1,130
1,129
1,127
1,127
1,127
1,122
1,119
1,116
1,115
1,114
1,113
1,113
1,112
1,111
1,110
1,109
1,104
1,101
1,100
1,99
1,97
1,94
1,93
1,90
1,87
1,86
1,83
1,81
1,78
1,65
